index,Total_assets,Total_liabilities,Equity,Liquid_assets,Deposits_and_short-term_funding,Long-term_funding,Net_income,Interbank_assets,Interbank_liabilities,Return_on_average_equity_(ROAE),Wholesale_funding,Growth_in_total_assets,Impaired_loans_/_Gross_customer_loans_&_advances,Loan_loss_reserves_/_Impaired_loans,Customer_loans_&_advances_/_Total_assets,Net_charge_offs_(NCOs)_/_Average_gross_customer_loans_&_advances,Unreserved_impaired_loans_/_Total_equity,Total_Common_Equity_/_Core_Tier_1,Total_Capital,Exchange_rate_from_original_currency,Gross_loans_&_advances_to_customers,Wholesale_funding_/_Total_funding_excluding_derivatives,Loans_&_advances_to_customers_/_Total_deposits_&_other_interest-bearing_liabilities,Financial_assets:_Available_for_sale_(AFS),Total_Earning_Assets,Unadjusted_leverage_ratio_(computed),Tier_1_Ratio,Interest_Expense,Tier_1_Capital,Long-term_borrowings_and_debt_securities_at_historical_cost_>_1_year,Impaired_/_Non-performing_loans_to_customers,Other_reserves,Interest_expense_on_customer_deposits,Interest_expense_/_average_interest_bearing_liabilities,Interest_expense_on_customer_deposits_/_Average_customer_deposits,Total_capital_adequacy_ratio,Interest_income_/_average_interest_earning_assets,Interest_income_on_bank_loans_(including_central_banks),Other_administrative_expenses,Interest_income_on_loans_/_Average_gross_customer_loans_&_advances,Other_interest_income,Effective_tax_rate,Total_net_trading_income_(losses)_and_fair_value_(FV)_gains_(losses),Savings_deposits,Total_equity_/_Risk-weighted_assets_(RWAs),Growth_in_net_customer_loans_&_advances,Net_loans_&_advances_to_customers,Net_gains_(losses)_on_other_securities_(including_FV_through_OCI),Customer_deposits_/_Total_funding_excluding_derivatives,Operating_revenue_after_impairments,Net_interest_income_(expenses)_/_Average_total_assets,Liquid_assets_(including_available_for_sale_&_held_to_maturity)_/_Total_assets,Impaired_loans_+_foreclosed_assets_/_gross_customer_loans_&_advances_+_foreclosed_assets,Financial_assets:_Held_to_maturity_(HTM),Risk_weighted_asset_intensity_(RWA_/_Total_Assets),Minimum_risk_assets,Gross_loans_&_advances_to_customers_/_Customer_deposits,Number_of_employees,Net_interest_margin_(average_interest_earning_assets),Loans_&_advances_to_customers_/_Deposits_&_short-term_funding,Profit_attributable_to_group_equity_holders,Interest_income_on_customer_loans_&_advances,Total_other_earning_assets,Total_equity_/_Total_liabilities_excluding_hybrid_capital_and_subordinated_liabilities,Capital_funds_/_Total_assets,Growth_in_gross_customer_loans_&advances,Capital_funds_/_Net_loans_&_advances_to_customers,Time_deposits,Non-interest_income_/_Operating_revenues,Net_interest_margin_(interest_earning_assets),rank_pre
567,213303,178747,34556,66384,178471,0,640,59915,29100,8.755879,29100,59.034177,0.374529,296.963563,61.148695,0.000831,-2.815719,33708,35175,1,131899,16.30517,73.083022,597,204535,10.555851,21.6347,283,33708,0,494,12,265,0.784885,0.830493,22.5763,4.91502,22,104,6.572473,0,0,0,16372,22.179006,21.295986,130432,0,83.69483,1550,4.020413,37.493612,0.374529,13591,73.04398,6515,88.30295,20,4.229485,73.083022,640,1977,74103,19.332352,16.200428,21.296475,26.493499,107906,3.482587,3.414575,1
568,1451577,1323138,128439,318760,1318347,390,4506,42578,121801,14.080535,122191,0.634975,0.51057,217.483349,56.094165,0.022431,-3.845405,127967,137122,1,823393,9.26576,61.703837,147361,1286380,7.362549,12.6822,980,127979,390,4204,210,890,0.29798,0.297037,13.5883,3.25677,153,1182,4.680748,31,0,302,232945,12.727822,1.899453,814250,227,90.73424,12615,3.100766,40.651719,0.667761,271331,69.518875,538378,68.814153,210,3.015101,61.76295,4506,9547,472130,9.707151,8.848239,1.86574,15.773902,295003,11.684119,3.517624,2
569,1849367,1597340,252028,450943,1399329,179500,2125,21870,13998,3.416625,262533,0.972452,1.236109,59.837485,65.191712,0.023935,2.392591,238400,248138,1,1214618,16.628337,76.360803,391082,1733762,10.288501,18.6464,2801,238400,179500,15014,3930,1721,0.712499,0.531357,19.408,3.10136,17,1255,4.053229,166,20.708955,0,528732,19.71228,-0.873662,1205634,0,83.371663,14154,2.680849,27.540721,1.467631,58386,69.133547,475893,92.275446,283,2.602924,86.158009,2125,12362,528128,15.777991,13.627798,-0.872838,20.904188,482353,14.203241,2.942208,4
570,1491424,1310222,181202,370586,1287932,2108,3777,3778,25946,8.386694,33673,-0.07042,0.317536,565.895776,67.247677,0.065145,-8.338208,156978,172850,1,1021300,2.610229,77.745496,291479,1324972,7.7703,12.3923,526,156978,2108,3243,483,479,0.163444,0.152829,13.6453,4.141611,47,1935,5.563593,0,34.495317,-22,973112,14.304604,-2.295636,1002948,-22,97.389771,22560,3.967963,24.908276,0.580565,902,84.934868,326999,81.289942,434,4.071611,77.872745,3647,14369,322024,13.82987,12.149597,-2.253631,18.066939,136721,36.346824,4.556976,3
571,1642014,1505482,136531,380686,1476489,12012,2812,2258,28825,8.338214,50837,1.434401,1.314288,93.080028,71.434227,0.02783,0.791029,121913,136239,1,1187487,3.415315,78.801425,324093,1507479,6.156395,10.6627,926,121913,12012,15607,-9410,509,0.250597,0.143336,11.9156,3.314812,12,2649,4.156126,56,33.317524,917,1153700,11.941187,1.515603,1172960,908,96.584685,17836,3.195036,23.462833,1.450558,4577,69.631684,381437,82.598368,361,3.101329,79.442515,2812,12246,334519,9.068917,8.31485,1.519952,11.639868,163541,29.34187,3.463822,3
572,1381420,1110214,271206,604347,1096097,0,5409,10594,39167,8.074611,39167,1.192255,0.540579,540.835381,52.908167,0.062137,-6.615635,261973,274928,1,752896,3.573315,66.680595,421253,1180451,13.295328,25.4997,569,261973,0,4070,8233,549,0.208605,0.208955,26.7607,3.516166,210,672,4.963595,40,28.894439,0,667356,26.398444,-1.38102,730884,0,96.426685,13958,3.441099,43.748245,0.675669,0,74.369562,593753,71.234235,231,3.397199,66.680595,5409,9406,449567,24.428263,19.632407,-1.337436,37.106572,171622,15.360367,4.064225,3
573,805263,724359,80904,178676,706839,10269,1792,15289,0,8.97998,12669,18.853797,0.096077,1460.877193,72.64074,0.0101,-9.587907,76820,84198,1,593276,1.766679,81.570558,80458,690537,4.722244,13.0395,901,76820,10269,570,450,816,0.550317,0.544748,14.2919,5.072689,201,829,5.628103,48,36.566372,0,291076,13.732769,6.847611,584949,0,98.233321,11299,4.204515,22.188527,0.149934,0,73.160073,157925,84.219641,275,4.612969,82.75562,1792,8080,105588,11.169047,10.046904,6.849216,13.830949,199142,34.507101,4.57943,4
574,596030,543306,52725,228210,539957,1180,969,28629,0,7.488408,10445,7.085236,0.126657,835.59322,54.129322,0.02788,-5.761972,49346,52943,1,326078,1.930195,59.620207,184079,540412,7.600989,11.6027,608,49346,1180,413,442,593,0.465298,0.458937,12.4485,3.618546,13,624,5.735221,24,-56.796117,48,176361,12.397248,4.272689,322627,48,98.069805,5404,3.38636,38.288341,0.641915,0,71.354798,199581,61.443926,154,3.24465,59.750499,969,4577,217785,9.704512,8.846031,4.390725,16.342402,127054,18.520374,3.645568,2
575,740913,647994,92919,282388,646399,0,3821,59804,0,16.994118,988,6.739496,0.851119,172.200226,55.251291,0.006368,-2.747554,59907,65551,1,415453,0.152847,63.329925,205352,674520,7.431782,13.2798,290,59907,0,3536,2381,277,0.185384,0.17738,14.5309,3.787316,20,692,5.994678,35,0.468872,0,334278,20.59763,3.605767,409364,0,99.847153,8530,3.844897,38.113517,1.553474,0,60.886366,222584,64.3703,136,3.634495,63.329925,3821,6119,265156,14.339485,12.541149,3.568597,22.698381,118010,20.02551,4.09002,2
576,849408,779252,70156,142135,754260,17800,2022,1019,0,11.724883,20300,6.859231,0.74551,240,58.081982,0.008895,-7.473345,70586,76203,1,502341,2.629329,63.900863,103246,789194,7.499671,15.9467,653,70586,17800,3745,-485,575,0.350296,0.323281,17.2156,3.241729,34,521,4.564862,22,24.070597,0,625209,15.84952,3.1377,493353,0,97.370671,7602,3.251489,39.28748,0.818562,191576,52.111353,327199,66.821991,137,2.953173,65.408878,2022,5645,295841,9.002993,8.259399,3.159635,14.220244,40996,16.701982,3.387253,2
577,1811131,1587466,223664,204900,1458047,100000,873,10755,0,1.564316,100000,-1.445989,1.117145,85.704805,73.759491,-0.017417,0.963052,205951,218965,1,1348795,6.418292,85.740738,4492,1521272,8.312238,17.7319,2265,205951,100000,15068,-8941,1317,0.576348,0.357888,18.8524,3.811397,273,1801,4.093654,43,40,0,977807,19.256993,0.774737,1335881,0,93.581708,16079,2.731612,20.299084,1.551945,162743,64.129486,352614,92.506963,445,3.240522,91.621258,873,13750,185391,14.089373,12.34941,0.784882,16.742809,377303,22.513838,3.291958,3
578,1511186,1355296,155890,226669,1353270,0,3088,9268,0,7.995805,0,1.977004,0.391524,334.396355,80.548457,-0.00121,-7.260889,155853,171905,1,1233385,0,89.94783,8116,1240455,6.25841,12.1501,856,155853,0,4829,25,856,0.255582,0.255582,13.4015,4.708604,211,2002,4.639384,3,34.920969,0,632893,12.153024,-1.029918,1217237,0,100,18030,3.701879,15.385465,0.694019,5834,84.882073,219123,91.141088,386,4.434528,89.94783,3088,14377,23218,11.502284,10.315739,-0.991542,12.806873,432699,24.440807,4.466103,3
579,1589770,1408524,181248,199046,1362648,23419,3548,19377,33785,7.918892,60519,0.174038,0.79691,149.234694,79.491373,0.010338,-2.768582,164619,179829,1,1278940,4.366239,91.173803,172283,1497539,3.730632,11.5409,1090,164619,23419,10192,1571,834,0.314728,0.259961,12.6072,4.160828,9,956,4.658662,282,36.642857,0,739240,12.706656,1.82527,1263730,0,95.633761,18182,3.840873,12.956717,0.915368,6936,89.723797,186605,96.483869,397,3.972009,92.740752,3548,14758,233809,12.867957,11.400894,1.879157,14.342304,194637,20.768831,4.171984,3
580,1669787,1502705,167082,468636,1415958,75000,3012,6621,90993,7.293905,200493,1.791205,0.666985,204.974916,63.551699,-0.001957,-4.508565,144261,159182,1,1075887,13.44726,71.174238,399021,1524663,7.469926,11.7599,1237,144261,75000,7176,3282,663,0.33486,0.205498,12.9762,3.068245,32,1246,4.173529,91,30.631046,294,839691,13.620212,0.572342,1061178,294,86.55274,14503,2.926478,28.065616,0.776363,0,73.465717,449963,83.37204,259,2.87923,74.944172,3012,11194,463485,11.118749,10.006186,0.566447,15.744955,338199,16.50693,3.302109,4
581,2681423,2440558,240869,1624205,2413017,0,4709,224167,114139,7.820343,314139,4.514379,0.033976,4746.855346,34.342027,0.060029,-6.13487,236864,251959,1,935950,13.018516,38.161977,473202,1672531,4.011484,18.1915,4145,236864,0,318,-783,3887,0.702972,0.744594,19.3508,2.948686,1597,1049,4.004533,209,27.509236,0,1178880,18.499042,1.409048,920855,0,86.981484,34588,1.461247,60.572502,0.047432,0,48.55862,1400038,44.592873,325,2.12028,38.161977,4709,9306,751676,9.869439,8.98288,1.387326,26.157104,312989,72.740201,2.369017,1
582,1367455,1232586,134869,455852,1121717,58000,2235,106330,44552,6.715342,249536,2.185611,1.003793,106.673895,59.827051,-0.074764,-0.410769,144074,152989,1,826963,21.152192,69.347818,300603,1275632,9.033702,15.4963,2718,144074,58000,8301,-9289,1472,0.919734,0.642493,16.4552,2.939152,25,843,4.011729,132,29.517502,685,483109,14.506255,1.07923,818108,685,78.847808,10758,2.432824,33.335795,1.003793,0,67.989806,289988,88.90345,183,2.286713,72.933547,2235,8250,457524,10.941955,9.862774,1.069404,16.485476,401325,18.999803,2.686604,4
583,1619821,1453888,165934,182443,1325805,100000,1859,1288,0,4.49335,125000,0.414099,0.561501,143.158993,83.61856,-0.006135,-1.994166,167551,178527,1,1365447,8.766977,94.996932,63601,1441425,4.550125,15.8884,2381,167551,100000,7667,-4761,1965,0.668129,0.604395,16.9292,3.476129,97,1379,3.647614,107,29.315589,0,764718,15.735053,-0.560748,1354471,0,91.233023,13257,2.591308,11.263158,0.632527,0,65.102872,181155,104.969384,378,2.875335,102.162158,1859,12486,86954,11.413129,10.243971,-0.550182,12.250834,459890,21.007769,2.951189,4
584,1670333,1554142,116190,415302,1544280,0,3026,5471,0,10.609401,0,8.160263,1.742659,73.028595,65.592789,0.108257,4.489199,117326,130708,1,1109741,0,70.946849,256223,1471160,5.673934,10.9674,460,117326,0,19339,-2209,460,0.124021,0.124021,12.2183,4.461917,103,3511,6.085161,2,26.802129,9,452479,10.861173,3.923828,1095618,9,100,24928,4.333665,30.765841,2.010295,98590,64.045553,508421,71.861385,568,4.388731,70.946849,3026,16568,375542,7.476146,6.956098,3.868459,10.604974,223762,33.210601,4.784388,2
585,951597,836318,115279,106408,830551,0,2810,11397,0,9.888882,58000,1.404817,1.739065,103.053057,83.77601,-0.026913,-0.373876,113644,124917,1,811758,6.983316,95.985677,78566,909957,10.313299,12.6527,430,113644,0,14117,1171,410,0.208394,0.210294,13.9077,4.995607,14,1184,5.574815,71,38.966116,779,642850,12.83469,3.255513,797210,779,93.016684,12310,4.838914,11.582424,2.320623,3810,94.38691,67994,105.075005,163,4.912729,95.985677,2810,11134,112747,13.784111,12.114267,3.277231,14.460305,44570,10.11872,5.132309,3
586,1662172,1456402,205770,257389,1269357,175422,4229,1836,0,8.260552,333422,5.143529,1.101758,101.638686,80.726724,-0.009928,-0.119065,204567,219763,1,1357013,23.077716,92.873512,247313,1593299,7.497405,15.0133,3041,204567,175422,14951,-3777,2136,0.864595,0.78748,16.1285,4.287721,0,1439,4.899756,111,37.030971,63,373627,15.101565,7.592651,1341817,63,76.922284,25033,3.673599,15.4851,1.643835,0,81.975512,111482,122.104148,446,3.565586,105.708402,4229,16040,251482,14.128654,12.379585,7.537882,15.335176,592934,41.215016,3.74414,3
587,1551050,1423396,127655,415920,1414104,0,2280,1481,0,7.280275,0,3.272797,0.284903,327.612185,68.443377,0.004533,-5.443578,127494,137889,1,1071593,0,75.071635,312174,1407738,6.255544,11.9116,1016,127494,0,3053,161,1012,0.291906,0.290757,12.8828,2.981388,109,2064,3.819389,35,32.881955,33,1117860,11.926651,2.464338,1061591,33,100,12984,2.786292,28.37884,0.384928,24250,69.00706,438689,75.778938,234,2.735736,75.071635,2280,10110,346147,8.968347,8.230231,2.444497,12.024876,186311,18.645754,3.039094,2
588,632984,559769,73215,115667,552943,0,1349,7359,0,7.412342,0,1.487885,0.106053,734.732824,77.449667,-0.000835,-4.542785,67772,71902,1,494094,0,88.660857,22012,525927,8.517784,12.7912,688,67772,0,524,-1036,688,0.502077,0.502077,13.5707,5.450062,199,537,5.701934,19,42.863194,0,237778,13.818531,6.434104,490244,0,100,6797,4.102848,18.27329,0.106053,0,83.703853,108308,89.357131,103,4.98418,88.660857,1349,6832,35683,13.079502,11.566643,6.380771,14.9344,127550,5.122921,4.961366,3
589,1204183,1048930,155254,193602,1040715,0,6278,140833,0,16.511765,0,3.226362,0.319209,421.050955,80.590658,0.028818,-6.49323,154089,167187,1,983680,0,93.249257,35372,1146664,11.594016,14.7088,1635,154089,0,3140,1165,1635,0.638524,0.638524,15.9591,5.59943,123,1067,6.365236,20,34.638209,0,219756,14.819984,1.094955,970459,0,100,16222,4.841717,16.077457,0.503803,0,86.996661,52769,94.519633,207,5.02663,93.249257,6278,15572,176205,14.801192,12.892891,1.050798,15.997997,563617,11.552213,5.005128,4
590,1269117,1154426,114690,197755,1053673,88214,1932,2913,58116,6.834462,242626,-0.75277,0.740408,106.326723,78.268828,0.127218,-0.408928,100079,109196,1,1001205,21.247812,86.989606,186809,1207470,5.520738,10.145,1545,100079,88214,7413,2646,808,0.538438,0.360243,11.0692,3.826499,0,956,4.59939,96,29.489051,122,521566,11.626092,-0.265471,993323,122,78.752188,12622,3.43033,15.793422,0.783911,2682,77.730264,179769,111.33642,201,3.409126,94.272417,1932,11533,214147,9.934799,9.036992,-0.357783,11.546093,259446,15.617518,3.685503,3
591,1792581,1675530,117056,867838,1643194,25000,3114,127874,10000,10.607622,40000,-1.182613,2.307621,26.24351,43.041458,-0.000133,11.286905,118203,122941,1,776254,2.397803,46.250796,257439,1297877,6.23753,15.7531,1414,118203,25000,17913,-1147,1223,0.33657,0.30142,16.3846,2.800681,707,671,4.694201,29,41.134216,25,83723,15.60027,6.247151,771553,25,97.602197,11232,2.09149,56.27913,2.307621,141011,41.858415,670608,47.675768,95,2.435453,46.954468,3114,8843,526324,6.986228,6.530026,6.220195,15.171479,472991,16.719661,2.905976,2
592,1434322,1298891,135431,186173,1263730,24885,3041,19714,31007,9.018387,60908,0.932395,0.179262,754.967502,82.640648,0.001002,-10.417113,127190,142981,1,1201595,4.726625,91.985038,109942,1327485,4.869788,10.072,1246,127190,24885,2154,491,1102,0.388702,0.361794,11.3225,3.74712,51,1094,4.188445,19,4.849812,0,700599,10.724609,0.575879,1185333,0,95.273375,14072,3.270162,12.979861,0.213393,0,88.042016,166459,97.873108,317,3.416539,93.796381,3041,12545,142152,10.426664,9.442162,0.592204,11.425566,335175,18.786529,3.550448,3
593,1534359,1398831,135528,198362,1354634,40824,8307,2717,19277,25.09734,85736,2.139366,0.373346,422.969063,77.19432,-0.00042,-10.707013,133377,146903,1,1203442,6.143933,84.878083,153640,1464186,7.206856,12.3886,3230,133377,40824,4493,2151,2901,0.934225,0.895316,13.645,3.821597,25,934,4.402466,43,-0.07228,0,523212,12.588426,1.995321,1184438,0,93.856067,17315,3.131154,20.411977,0.38659,114831,70.16663,310476,91.885301,251,3.021233,87.436016,8307,13114,279748,9.688661,8.832874,2.022404,11.442389,708475,33.953876,3.265949,4
594,1766653,1626565,140088,71987,1593381,15000,9051,3887,0,26.536783,276466,3.287068,0.039831,1986.042945,91.922522,-0.107845,-8.778054,140631,153582,1,1636901,17.189086,100.968116,56132,1713767,6.242864,12.8029,2923,140631,15000,652,-543,2425,0.736988,0.754861,13.9819,4.626323,12,1122,4.82723,190,40.174499,0,807707,12.753417,2.848428,1623952,0,82.810914,21430,3.874512,4.074767,0.045449,0,62.176047,64839,122.898308,193,4.011822,101.918625,9051,19471,89815,8.612511,7.929571,2.952338,8.626363,388306,22.23505,4.000069,2
595,1527328,1343548,183780,819012,1308561,30926,2485,13721,27244,5.488862,103205,0.80295,4.460297,22.944486,38.734378,-0.023738,11.178039,153147,159264,1,597718,7.704815,44.166237,775397,1410346,9.029532,18.0845,1774,153147,30926,26660,5780,1021,0.531323,0.331543,18.8068,2.885193,39,1944,4.647341,73,10.514944,150,916151,21.701779,1.253168,591601,150,92.295185,14294,2.865285,53.623845,5.693331,0,55.446047,805291,48.348031,511,2.523662,45.210044,2485,6901,818745,13.678707,12.032779,1.268658,31.064856,275334,23.898317,3.156906,2
596,1034735,854108,180627,371975,786785,60000,1858,327,0,4.147217,105000,6.392265,0.596459,305.929063,60.097223,0.178082,-4.307219,170109,178732,1,633405,12.399842,73.436232,174664,796838,13.558845,24.9854,1187,170109,60000,3778,1736,821,0.581066,0.461159,26.2519,3.865235,149,1719,4.764772,148,39.181669,21,130975,26.530256,4.724718,621847,21,87.600158,21287,2.928908,35.948818,0.833805,0,65.79791,369309,85.389297,713,3.327743,79.036458,1858,7378,174991,21.148028,17.456354,4.63399,29.046856,371430,67.172913,3.689081,3
597,1202804,1031883,170921,441283,1022977,1647,3451,5222,34142,8.163265,64644,-0.54449,2.122254,51.412657,57.737587,0.084702,4.235875,153897,161558,1,702131,6.309046,67.778034,401163,1121060,9.952172,20.9426,905,153897,1647,14901,5071,480,0.35159,0.20186,21.9852,3.24538,23,1036,4.791049,0,23.515071,134,326317,23.259305,-0.401709,694470,134,93.690954,13351,3.300897,36.687856,2.342568,0,61.094742,436061,73.14017,288,3.022057,67.887157,3451,8428,426590,16.56399,14.210212,-0.429548,24.611718,219011,27.45098,3.616462,3
598,1225942,1102294,123648,70600,1057559,37598,2998,2592,15874,9.796265,63472,-1.720927,0.363668,183.936782,77.53344,-0.000414,-2.362351,119055,125645,1,956916,5.795699,86.590484,46226,1074994,7.801565,11.1242,928,119055,37598,3480,-540,636,0.334291,0.245461,11.7399,3.190981,16,679,3.441736,51,35.582295,267,538883,11.55335,-1.759313,950515,224,94.204301,9852,2.850546,11.493692,0.503412,70306,87.298991,125934,92.75273,115,2.898382,89.878201,2998,8307,124479,11.217334,10.085958,-1.750978,13.008527,247422,10.263721,3.295691,4
599,1118727,1037183,81544,174615,982942,48500,2676,70783,15000,12.905715,103500,3.185131,0.774155,183.447074,78.390975,0.036546,-7.047729,80624,99541,1,889615,10.034495,85.731254,48318,1027719,5.507822,9.7019,2300,80624,40000,6887,-707,1455,0.907794,0.638546,11.9783,4.282345,44,1040,4.856028,52,33.432836,32,582338,9.81259,0.089249,876981,32,89.965505,10725,3.274198,17.231818,0.931953,18162,74.282108,111341,95.869677,164,3.455853,89.220015,2676,10796,150738,7.927021,8.048791,0.073907,10.267497,289083,17.473684,3.555752,4
600,1075632,983395,92236,175760,910518,68557,2681,6694,35810,11.81975,119437,2.809495,0.64414,179.498903,78.007069,0.031211,-4.71291,90544,100359,1,848884,12.198963,85.700176,160487,1018148,7.001113,10.3227,2024,90544,68557,5468,891,1494,0.837769,0.707071,11.4417,4.246757,12,906,4.991372,12,30.309332,20,418390,10.515599,4.660437,839069,20,87.801037,11112,3.557994,16.345274,1.49449,55,81.546012,169121,98.749008,269,3.535339,92.152928,2681,10355,179079,9.379334,8.575052,4.699672,10.99266,432889,22.085535,3.751149,3
601,1271161,1121438,149724,580635,1104046,0,3496,23444,0,9.542136,0,-0.396639,0.604105,275.509649,47.111578,-0.128571,-4.312602,107893,117771,1,609000,0,54.242667,501978,1145133,7.24293,13.7794,221,107893,0,3679,7975,221,0.079607,0.079607,15.041,3.131717,28,1207,5.124964,143,26.877222,994,676671,19.121839,1.760915,598864,994,100,13585,3.369417,45.677534,0.604105,0,61.597233,549543,55.160745,270,3.114777,54.242667,3496,7733,546269,13.351084,11.778524,1.820565,25.001336,133377,19.542557,3.817178,2
602,1092319,991904,100415,147995,983869,0,3042,1551,0,12.357691,0,4.777092,0.239112,458.625461,82.095615,-0.012094,-7.742867,99480,109519,1,906689,0,91.144858,83171,1001607,6.002915,11.6307,1567,99480,0,2168,276,1565,0.651281,0.650449,12.8044,4.799234,19,1024,5.311583,101,42.473525,0,450790,11.739968,7.142593,896746,0,100,13175,4.008926,15.112344,0.294755,17080,78.303682,163524,92.15546,192,4.192347,91.144858,3042,11639,104861,10.12346,9.192827,7.134383,11.197708,460864,21.718133,4.285422,3
603,1190801,1065128,125673,573057,1062310,0,4885,42193,0,15.996398,0,4.582461,1.367101,127.564895,48.82789,-0.004078,-1.774446,119049,127665,1,591763,0,54.733835,412712,1040348,7.382746,17.3135,521,119049,0,8090,3564,521,0.200602,0.200602,18.5665,3.389341,84,1406,5.64494,5,0,0,537835,18.276811,1.089052,581443,0,100,14062,3.417496,48.459566,1.415913,4000,57.743401,489767,55.705303,370,3.220715,54.733835,4885,8306,458905,11.798864,10.553653,1.093511,21.613985,251939,29.798942,3.826027,1
604,1174223,1041369,132854,46758,990700,40602,2211,7710,0,6.664029,81102,2.905882,1.100848,82.661407,79.66962,0.040498,1.356376,132866,141457,1,944090,7.86404,90.710481,36598,1122294,9.835901,13.1404,1479,132866,40602,10393,-12,1094,0.582754,0.471136,13.99,3.851765,4,612,4.544346,85,36.647564,0,482601,13.139174,2.892543,935499,0,92.13596,10256,3.408302,13.729334,2.243783,114455,86.110475,149032,99.356977,166,3.430897,94.428081,2211,10576,186795,12.75763,11.314205,2.871184,14.201405,407494,7.675028,3.605718,4
605,1292345,1172053,120293,434890,1166805,0,3929,8932,9956,13.053752,11333,-1.434312,0.517557,233.915506,62.57942,0.18687,-4.716816,112212,122174,1,818653,0.971285,69.312524,419467,1237738,6.47398,12.1834,255,112212,0,4237,4418,225,0.086699,0.078001,13.2651,3.112479,14,771,4.543457,27,28.938325,0,941561,13.060831,-0.029667,808742,0,99.028715,15774,3.409877,33.651231,0.517557,0,71.267425,425348,70.850094,347,3.043802,69.312524,3929,9306,428996,10.263452,9.308118,-0.154893,14.874088,113156,31.815668,3.58795,4
606,1033636,923673,109964,131587,895420,25000,2942,394,0,10.853385,85000,2.148947,0.451872,373.856041,81.877953,0.156626,-9.687716,108987,119651,1,860863,9.234914,91.949327,105218,951932,9.127263,12.8358,1674,108987,25000,3890,977,1343,0.734544,0.65334,14.0917,4.299932,13,800,4.715909,8,31.976879,6,199250,12.950837,2.107493,846320,6,90.765086,10006,3.529262,12.730497,0.480773,0,82.145746,129661,103.045534,205,3.627088,94.51654,2942,10049,105612,11.905092,10.638561,2.01793,12.993194,399751,17.226197,3.791867,4
607,873741,769711,104029,165789,765918,0,4629,96,0,17.979317,0,3.98262,2.041206,48.428194,73.641617,0.049375,6.576051,83440,89869,1,649861,0,84.008601,103204,748848,8.399174,13.0254,615,83440,0,13265,6610,615,0.327908,0.327908,14.029,5.347251,36,901,5.960132,2,0,20,360926,16.239459,0.489142,643437,20,100,12847,4.712672,18.974616,2.313434,0,73.316234,165651,84.847334,264,5.053528,84.008601,4629,9657,105411,13.515315,11.90616,0.542893,16.167706,279060,25.450384,5.408598,3
608,576604,508667,67937,181117,505577,325,1285,1268,12455,7.644487,24780,1.980163,0.772562,151.320616,60.479463,0.019516,-2.059261,52254,56359,1,352852,4.898182,68.93173,168545,530922,6.722882,12.4106,242,52254,325,2726,1795,210,0.19311,0.175555,13.3856,3.243715,0,641,4.522043,47,26.738883,70,346299,16.135407,-0.383068,348727,70,95.101818,6511,3.270719,31.410986,0.772562,0,73.021172,164112,73.339402,142,3.148024,68.976041,1285,3997,182195,13.355889,11.782263,-0.398011,19.481428,87432,28.290585,3.601651,3
609,764242,686562,77680,169230,680961,0,1856,122,12765,9.676305,12765,4.651262,1.599414,105.142857,71.787863,0.052491,-0.590886,74934,81747,1,558017,1.874557,80.567463,128139,688063,6.139575,13.8161,598,74934,0,8925,2746,580,0.359691,0.359952,15.0723,3.689908,22,873,4.431474,14,26.290707,0,502592,14.322405,-0.036623,548633,0,98.125443,7625,3.377145,22.14351,1.909847,0,70.967966,169107,83.510976,160,3.421276,80.567463,1856,6184,139430,11.314346,10.16432,-0.061609,14.158827,101549,18.855305,3.728206,4
610,1267784,1148931,118853,462208,1147404,0,4053,10157,0,13.920839,0,-2.432823,2.092931,86.117005,61.045415,0.00343,1.92675,108990,120012,1,788129,0,67.45,358751,1143056,7.132275,12.4123,146,108990,0,16495,9863,146,0.050123,0.050123,13.6676,3.356901,90,1200,4.549323,16,0,0,815987,13.53557,0.203404,773924,0,100,13136,3.447518,36.466938,2.100012,114,69.260931,452165,68.688012,260,3.313444,67.45,4053,8954,369132,10.34466,9.374862,0.215402,15.357193,39786,16.731898,3.871749,2
611,1548701,1403602,145099,409738,1394228,28,4924,1357,0,13.807075,28,-0.847409,0.330787,366.165627,67.994468,0.003223,-6.467998,115772,128683,1,1065942,0.002008,75.526374,376675,1444311,5.885529,10.3559,621,115772,28,3526,5335,613,0.177094,0.177649,11.5107,3.40765,7,1460,4.367328,25,4.406911,-49,1034050,12.979163,2.129131,1053031,-49,99.997992,17161,3.415634,26.456882,0.348643,0,72.185528,408381,76.453923,426,3.281977,75.527891,4924,11517,391280,10.337617,9.369078,2.128822,13.779176,180788,23.939064,3.712206,4
612,1424405,1296219,128186,227028,1292795,500,5970,10102,36275,18.952005,101775,-1.683061,0.960337,119.694609,69.568557,0.000697,-1.479101,120853,132376,1,1002461,7.869434,76.621189,131092,1283592,6.593321,11.1036,1301,120853,500,9627,54,1215,0.397812,0.402395,12.1623,3.809753,48,1085,4.698249,76,2.323298,0,381626,11.777331,-0.379707,990938,0,92.130566,15674,3.431164,26.559932,0.960337,151293,76.411765,367133,84.132956,426,3.44635,76.650822,5970,11795,292654,9.889224,8.999266,-0.346539,12.935824,334896,22.846231,3.840661,3
